,vault_name,vault_type,vault_apy,vault_total_assets
2021-05-20 17:41:09.188585,crvSUSD,v1,25.23%,"$28,645,237"
2021-05-20 17:41:09.221034,USDT,v1,7.48%,"$8,298,291"
2021-05-20 17:41:09.268385,crvEURS,v1,29.53%,"$56,923,861"
2021-05-20 17:41:09.295542,crvHUSD,v1,20.21%,$689
2021-05-20 17:41:09.333081,TUSD,v1,9.68%,"$3,371,817"
2021-05-20 17:41:09.454813,DAI,v1,7.62%,"$7,211,654"
2021-05-20 17:41:09.499446,crvUSDP,v1,32.62%,"$67,846,501"
2021-05-20 17:41:09.547112,crvAETH,v1,10.06%,"$7,751,573"
2021-05-20 17:41:09.587567,mUSD,v1,-0.60%,"$11,662"
2021-05-21 17:47:40.232411,yveCRV - ETH,v1,0.00%,$0
2021-05-21 17:47:40.254013,yveCRV,v1,42.21%,$0
2021-05-21 17:47:40.262231,yvBOOST,v2,NEW ✨,"$7,187,648"
2021-05-21 17:47:40.278299,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-21 17:47:40.299888,USDC,v2,14.81%,"$246,550,836"
2021-05-21 17:47:40.313101,WBTC,v2,2.01%,"$278,578,937"
2021-05-21 17:47:40.326168,sUSD,v2,NEW ✨,"$406,112"
2021-05-21 17:47:40.339331,crvIB,v2,16.40%,"$220,707,889"
2021-05-21 17:47:40.347542,crvYBUSD,v2,8.47%,"$21,279,099"
2021-05-21 17:47:40.357100,crvMUSD,v2,16.41%,"$787,934"
2021-05-21 17:47:40.366783,crvTBTC,v2,7.26%,$553
2021-05-21 17:47:40.379716,crvBBTC,v2,0.53%,$0
2021-05-21 17:47:40.406427,crvCOMP,v2,7.45%,"$35,674,326"
2021-05-21 17:47:40.425158,UNI,v2,0.95%,"$1,628,988"
2021-05-21 17:47:40.456076,crvFRAX,v2,7.18%,"$30,161,108"
2021-05-21 17:47:40.471087,crvLUSD,v2,24.17%,"$63,958,144"
2021-05-21 17:47:40.484948,crvHBTC,v2,7.69%,"$17,513,814"
2021-05-21 17:47:40.498094,crvDUSD,v2,18.09%,"$1,629,804"
2021-05-21 17:47:40.512436,crvTUSD,v2,17.12%,"$2,006"
2021-05-21 17:47:40.527424,crvOBTC,v2,9.14%,"$8,362,112"
2021-05-21 17:47:40.541904,crvRENBTC,v2,2.56%,"$108,827"
2021-05-21 17:47:40.556170,crvSAAVE,v2,15.81%,"$5,318,519"
2021-05-21 17:47:40.571867,USDT,v2,17.49%,"$17,430,695"
2021-05-21 17:47:40.587416,DAI,v2,11.93%,"$511,669,607"
2021-05-21 17:47:40.605407,1INCH,v2,20.97%,"$515,699"
2021-05-21 17:47:40.620574,crvPBTC,v2,0.28%,"$1,581,690"
2021-05-21 17:47:40.637756,WETH,v2,2.64%,"$152,064,709"
2021-05-21 17:47:40.657164,yCRV,v2,8.89%,"$24,344,624"
2021-05-21 17:47:40.674578,crvBUSD,v2,14.79%,"$7,835,855"
2021-05-21 17:47:40.694532,crvSETH,v2,8.45%,"$104,987,626"
2021-05-21 17:47:40.712560,crvSTETH,v2,10.74%,"$258,094,951"
2021-05-21 17:47:40.730440,3Crv,v2,5.42%,"$7,745,030"
2021-05-21 17:47:40.749203,SNX,v2,4.77%,"$2,410,561"
2021-05-21 17:47:40.768996,crvUST,v2,15.01%,"$4,069,810"
2021-05-21 17:47:40.789678,YFI,v2,2.04%,"$97,620,968"
2021-05-21 17:47:40.809130,crvGUSD,v2,6.86%,"$15,692,862"
2021-05-21 17:47:40.829377,crvSBTC,v2,2.02%,"$6,961,743"
2021-05-21 17:47:40.850827,ETH,v2,2.64%,"$152,064,709"
2021-05-21 17:47:40.874093,crvAAVE,v1,14.38%,"$35,468,499"
2021-05-21 17:47:40.896444,USDC,v1,6.95%,"$11,941,792"
2021-05-21 17:47:40.922005,crvUSDN,v1,15.46%,"$60,631,096"
2021-05-21 17:47:40.948160,crvLINK,v1,7.77%,"$46,407,911"
2021-05-21 17:47:40.976856,crvSUSD,v1,19.77%,"$28,029,799"
2021-05-21 17:47:41.004027,USDT,v1,7.25%,"$4,510,946"
2021-05-21 17:47:41.035281,crvEURS,v1,25.96%,"$52,205,462"
2021-05-21 17:47:41.063447,crvHUSD,v1,18.08%,$618
2021-05-21 17:47:41.109004,TUSD,v1,9.16%,"$3,353,307"
2021-05-21 17:47:41.145341,DAI,v1,7.38%,"$7,137,668"
2021-05-21 17:47:41.181094,crvUSDP,v1,27.65%,"$62,430,443"
2021-05-21 17:47:41.243567,crvAETH,v1,9.52%,"$6,991,545"
2021-05-21 17:47:41.288937,mUSD,v1,-0.51%,"$10,348"
2021-05-22 16:47:35.167537,yveCRV - ETH,v1,0.00%,$0
2021-05-22 16:47:35.176105,yveCRV,v1,46.61%,$0
2021-05-22 16:47:35.181076,yvBOOST,v2,NEW ✨,"$7,037,719"
2021-05-22 16:47:35.188375,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-22 16:47:35.194958,USDC,v2,14.67%,"$254,002,100"
2021-05-22 16:47:35.201017,WBTC,v2,1.59%,"$290,903,660"
2021-05-22 16:47:35.210548,sUSD,v2,NEW ✨,"$809,111"
2021-05-22 16:47:35.228051,crvIB,v2,15.00%,"$223,276,039"
2021-05-22 16:47:35.236866,crvYBUSD,v2,12.97%,"$21,269,218"
2021-05-22 16:47:35.250798,crvMUSD,v2,15.83%,"$887,308"
2021-05-22 16:47:35.259549,crvTBTC,v2,7.57%,$553
2021-05-22 16:47:35.272360,crvBBTC,v2,-0.10%,"$10,166"
2021-05-22 16:47:35.282892,crvCOMP,v2,7.72%,"$33,682,107"
2021-05-22 16:47:35.292809,UNI,v2,0.73%,"$1,523,784"
2021-05-22 16:47:35.302806,crvFRAX,v2,7.29%,"$30,313,004"
2021-05-22 16:47:35.315125,crvLUSD,v2,22.56%,"$59,306,553"
2021-05-22 16:47:35.347372,crvHBTC,v2,8.94%,"$16,484,419"
2021-05-22 16:47:35.381471,crvDUSD,v2,24.94%,"$1,928,150"
2021-05-22 16:47:35.396894,crvTUSD,v2,17.46%,"$1,998"
2021-05-22 16:47:35.413097,crvOBTC,v2,8.55%,"$8,996,541"
2021-05-22 16:47:35.433323,crvRENBTC,v2,4.40%,"$112,983"
2021-05-22 16:47:35.495470,crvSAAVE,v2,9.75%,"$5,924,785"
2021-05-22 16:47:35.511361,USDT,v2,17.15%,"$17,951,560"
2021-05-22 16:47:35.528716,DAI,v2,12.18%,"$530,006,199"
2021-05-22 16:47:35.544313,1INCH,v2,20.97%,"$489,781"
2021-05-22 16:47:35.568956,crvPBTC,v2,14.52%,"$1,751,162"
2021-05-22 16:47:35.592408,WETH,v2,2.62%,"$143,552,215"
2021-05-22 16:47:35.614787,yCRV,v2,9.90%,"$24,333,115"
2021-05-22 16:47:35.635271,crvBUSD,v2,21.70%,"$6,554,457"
2021-05-22 16:47:35.655931,crvSETH,v2,8.30%,"$103,241,133"
2021-05-22 16:47:35.675490,crvSTETH,v2,9.41%,"$279,784,494"
2021-05-22 16:47:35.709350,3Crv,v2,5.70%,"$7,733,191"
2021-05-22 16:47:35.736257,SNX,v2,47.39%,"$2,861,391"
2021-05-22 16:47:35.759288,crvUST,v2,26.18%,"$4,630,032"
2021-05-22 16:47:35.780950,YFI,v2,1.08%,"$89,296,727"
2021-05-22 16:47:35.800579,crvGUSD,v2,7.12%,"$16,157,420"
2021-05-22 16:47:35.820815,crvSBTC,v2,2.87%,"$7,271,625"
2021-05-22 16:47:35.841212,ETH,v2,2.62%,"$143,552,215"
2021-05-22 16:47:35.862505,crvAAVE,v1,10.49%,"$34,805,702"
2021-05-22 16:47:35.889413,USDC,v1,7.24%,"$11,718,470"
2021-05-22 16:47:35.915071,crvUSDN,v1,17.25%,"$58,660,949"
2021-05-22 16:47:35.937050,crvLINK,v1,7.97%,"$43,763,138"
2021-05-22 16:47:35.961001,crvSUSD,v1,17.15%,"$29,684,187"
2021-05-22 16:47:35.984436,USDT,v1,7.54%,"$4,606,792"
2021-05-22 16:47:36.008131,crvEURS,v1,24.80%,"$52,103,118"
2021-05-22 16:47:36.032082,crvHUSD,v1,17.19%,$0
2021-05-22 16:47:36.056954,TUSD,v1,9.09%,"$3,340,469"
2021-05-22 16:47:36.082218,DAI,v1,7.60%,"$7,094,862"
2021-05-22 16:47:36.112653,crvUSDP,v1,26.96%,"$61,315,293"
2021-05-22 16:47:36.140254,crvAETH,v1,9.95%,"$6,486,515"
2021-05-22 16:47:36.167203,mUSD,v1,-0.51%,"$11,507"
2021-05-23 18:16:46.092679,yveCRV - ETH,v1,0.00%,$0
2021-05-23 18:16:46.098926,yveCRV,v1,60.84%,$0
2021-05-23 18:16:46.103828,yvBOOST,v2,NEW ✨,"$5,522,650"
2021-05-23 18:16:46.109439,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-23 18:16:46.116361,USDC,v2,14.26%,"$262,338,982"
2021-05-23 18:16:46.124178,WBTC,v2,1.62%,"$244,186,270"
2021-05-23 18:16:46.131228,sUSD,v2,NEW ✨,"$726,000"
2021-05-23 18:16:46.138841,crvIB,v2,13.51%,"$226,811,659"
2021-05-23 18:16:46.157674,crvYBUSD,v2,4.56%,"$21,452,227"
2021-05-23 18:16:46.173330,crvMUSD,v2,9.79%,"$872,036"
2021-05-23 18:16:46.186491,crvTBTC,v2,4.71%,$464
2021-05-23 18:16:46.201676,crvBBTC,v2,0.15%,"$8,617"
2021-05-23 18:16:46.215124,crvCOMP,v2,5.34%,"$32,067,850"
2021-05-23 18:16:46.226441,UNI,v2,0.73%,"$914,372"
2021-05-23 18:16:46.237060,crvFRAX,v2,6.71%,"$30,299,606"
2021-05-23 18:16:46.249139,crvLUSD,v2,18.07%,"$57,124,882"
2021-05-23 18:16:46.260804,crvHBTC,v2,9.03%,"$6,245,043"
2021-05-23 18:16:46.272542,crvDUSD,v2,12.87%,"$1,860,722"
2021-05-23 18:16:46.285753,crvTUSD,v2,10.70%,"$2,005"
2021-05-23 18:16:46.298196,crvOBTC,v2,5.59%,"$7,165,398"
2021-05-23 18:16:46.311124,crvRENBTC,v2,1.34%,"$94,859"
2021-05-23 18:16:46.325093,crvSAAVE,v2,9.00%,"$6,014,451"
2021-05-23 18:16:46.338256,USDT,v2,13.72%,"$22,567,312"
2021-05-23 18:16:46.353194,DAI,v2,11.82%,"$492,709,272"
2021-05-23 18:16:46.370326,1INCH,v2,9.78%,"$345,499"
2021-05-23 18:16:46.396275,crvPBTC,v2,12.20%,"$1,631,443"
2021-05-23 18:16:46.423565,WETH,v2,2.52%,"$110,360,836"
2021-05-23 18:16:46.451150,yCRV,v2,4.16%,"$24,504,462"
2021-05-23 18:16:46.469761,crvBUSD,v2,10.40%,"$4,828,417"
2021-05-23 18:16:46.486580,crvSETH,v2,7.36%,"$82,873,829"
2021-05-23 18:16:46.504101,crvSTETH,v2,7.93%,"$223,540,015"
2021-05-23 18:16:46.522032,3Crv,v2,4.85%,"$7,679,144"
2021-05-23 18:16:46.540498,SNX,v2,63.54%,"$2,883,104"
2021-05-23 18:16:46.559204,crvUST,v2,21.15%,"$3,658,552"
2021-05-23 18:16:46.578226,YFI,v2,1.03%,"$58,583,815"
2021-05-23 18:16:46.598034,crvGUSD,v2,5.59%,"$16,099,378"
2021-05-23 18:16:46.632963,crvSBTC,v2,1.13%,"$6,146,839"
2021-05-23 18:16:46.655411,ETH,v2,2.52%,"$110,360,836"
2021-05-23 18:16:46.677411,crvAAVE,v1,9.31%,"$34,340,340"
2021-05-23 18:16:46.698829,USDC,v1,7.08%,"$10,260,580"
2021-05-23 18:16:46.720771,crvUSDN,v1,15.84%,"$33,552,217"
2021-05-23 18:16:46.743315,crvLINK,v1,8.44%,"$27,689,933"
2021-05-23 18:16:46.769371,crvSUSD,v1,20.32%,"$27,985,462"
2021-05-23 18:16:46.792173,USDT,v1,7.38%,"$4,600,667"
2021-05-23 18:16:46.819395,crvEURS,v1,16.23%,"$40,427,039"
2021-05-23 18:16:46.850212,crvHUSD,v1,11.30%,$0
2021-05-23 18:16:46.876598,TUSD,v1,9.05%,"$3,328,377"
2021-05-23 18:16:46.903932,DAI,v1,7.42%,"$7,094,561"
2021-05-23 18:16:46.930142,crvUSDP,v1,22.93%,"$53,848,313"
2021-05-23 18:16:46.955370,crvAETH,v1,7.57%,"$5,078,029"
2021-05-23 18:16:46.985601,mUSD,v1,-0.45%,"$10,707"
2021-05-24 16:43:33.295729,yveCRV - ETH,v1,0.00%,$0
2021-05-24 16:43:33.304241,yveCRV,v1,45.95%,$0
2021-05-24 16:43:33.311288,yvBOOST,v2,NEW ✨,"$7,402,449"
2021-05-24 16:43:33.317638,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-24 16:43:33.326865,USDC,v2,14.25%,"$264,364,416"
2021-05-24 16:43:33.334539,WBTC,v2,1.61%,"$275,219,090"
2021-05-24 16:43:33.343098,sUSD,v2,NEW ✨,"$796,079"
2021-05-24 16:43:33.360231,crvIB,v2,11.84%,"$231,133,026"
2021-05-24 16:43:33.373858,crvYBUSD,v2,5.77%,"$21,129,545"
2021-05-24 16:43:33.387750,crvMUSD,v2,11.70%,"$827,367"
2021-05-24 16:43:33.399238,crvTBTC,v2,5.62%,$540
2021-05-24 16:43:33.411047,crvBBTC,v2,3.16%,"$9,847"
2021-05-24 16:43:33.420590,crvCOMP,v2,6.30%,"$33,512,634"
2021-05-24 16:43:33.431238,UNI,v2,0.73%,"$1,301,876"
2021-05-24 16:43:33.443698,crvFRAX,v2,9.64%,"$30,097,619"
2021-05-24 16:43:33.454815,crvLUSD,v2,21.96%,"$49,786,546"
2021-05-24 16:43:33.469292,crvHBTC,v2,10.82%,"$7,980,345"
2021-05-24 16:43:33.482322,crvDUSD,v2,14.00%,"$1,849,443"
2021-05-24 16:43:33.497568,crvTUSD,v2,13.37%,"$52,056"
2021-05-24 16:43:33.515389,crvOBTC,v2,6.80%,"$7,988,248"
2021-05-24 16:43:33.529292,crvRENBTC,v2,1.66%,"$109,680"
2021-05-24 16:43:33.542557,crvSAAVE,v2,9.04%,"$5,991,486"
2021-05-24 16:43:33.556078,USDT,v2,13.27%,"$23,309,772"
2021-05-24 16:43:33.573243,DAI,v2,11.96%,"$540,196,851"
2021-05-24 16:43:33.593204,1INCH,v2,9.78%,"$623,573"
2021-05-24 16:43:33.612819,crvPBTC,v2,13.17%,"$1,736,910"
2021-05-24 16:43:33.632196,WETH,v2,4.30%,"$144,664,920"
2021-05-24 16:43:33.651391,yCRV,v2,5.65%,"$24,894,877"
2021-05-24 16:43:33.668394,crvBUSD,v2,13.41%,"$5,163,313"
2021-05-24 16:43:33.685681,crvSETH,v2,5.73%,"$107,086,123"
2021-05-24 16:43:33.703928,crvSTETH,v2,9.18%,"$291,213,255"
2021-05-24 16:43:33.723067,3Crv,v2,5.16%,"$7,449,144"
2021-05-24 16:43:33.742435,crvLINK,v2,20.95%,$0
2021-05-24 16:43:33.761692,SNX,v2,67.25%,"$5,044,843"
2021-05-24 16:43:33.781670,crvUST,v2,22.47%,"$9,953,941"
2021-05-24 16:43:33.807232,crvSUSD,v2,14.89%,$0
2021-05-24 16:43:33.840309,YFI,v2,1.05%,"$94,441,477"
2021-05-24 16:43:33.868949,crvGUSD,v2,6.38%,"$16,739,028"
2021-05-24 16:43:33.892690,crvSBTC,v2,1.84%,"$7,108,295"
2021-05-24 16:43:33.914404,ETH,v2,4.30%,"$144,664,920"
2021-05-24 16:43:33.936939,crvAAVE,v1,11.13%,"$34,076,594"
2021-05-24 16:43:33.959542,USDC,v1,6.89%,"$17,764,075"
2021-05-24 16:43:33.982479,crvUSDN,v1,24.84%,"$30,001,527"
2021-05-24 16:43:34.006723,crvLINK,v1,23.38%,"$40,119,097"
2021-05-24 16:43:34.036146,crvSUSD,v1,18.57%,"$29,058,068"
2021-05-24 16:43:34.060762,USDT,v1,7.20%,"$4,365,944"
2021-05-24 16:43:34.087423,crvEURS,v1,24.02%,"$39,144,698"
2021-05-24 16:43:34.112664,crvHUSD,v1,13.88%,$0
2021-05-24 16:43:34.138954,TUSD,v1,9.11%,"$3,327,360"
2021-05-24 16:43:34.165226,DAI,v1,7.24%,"$7,008,842"
2021-05-24 16:43:34.192391,crvUSDP,v1,27.48%,"$45,804,421"
2021-05-24 16:43:34.220648,crvAETH,v1,6.95%,"$7,624,847"
